faculty_name,department_name,member_name,profile_url
Faculty of Arts,"Communication Studies, and Cultural Studies",Jeremy Hunsinger,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jeremy-hunsinger/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies | Cultural Analysis and Social Theory | Women and Gender Studies",Penelope Ironstone,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/penelope-ironstone/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Barbara Jenkins,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/barbara-jenkins/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Sara Matthews,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/sara-matthews/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Jade Miller,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jade-l-miller/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Judith Nicholson,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/judith-a-nicholson/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies | Cultural Analysis and Social Theory | Women and Gender Studies",H. F. Pimlott,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/hillary-pimlott/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Nathan Rambukkana,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/nathan-rambukkana/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Ian Roderick,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/ian-roderick/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Sananda Sahoo,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/sananda-sahoo/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",M. Carl Simpson,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/carl-simpson/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Lindsay Thistle,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/lindsay-thistle/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Neal Thomas,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/neal-thomas/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Peter Urquhart,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/peter-urquhart/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",James Stinson,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/james-stinson/index.html
Faculty of Arts,Cultural Analysis and Social Theory | Sociology,Greg Bird,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/greg-bird/index.html
Faculty of Arts | Faculty of Liberal Arts,Cultural Analysis and Social Theory | Law and Society | Social Justice and Community Engagement (MA),Marcia Oliver,https://wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/marcia-oliver/index.html
Faculty of Arts | Faculty of Liberal Arts,Cultural Analysis and Social Theory | Youth and Children's Studies,Edward Shizha,https://wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/edward-shizha/index.html
Faculty of Arts,Cultural Analysis and Social Theory | Global Studies,Alicia Sliwinski,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/alicia-sliwinski/index.html
Faculty of Arts,Cultural Analysis and Social Theory | Languages and Literatures,Milo Sweedler,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/milo-sweedler/index.html
Faculty of Arts | Faculty of Liberal Arts,Cultural Analysis and Social Theory | User Experience Design,Kenneth Werbin,https://wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/kenneth-werbin/index.html
Faculty of Arts,Cultural Analysis and Social Theory | Religion and Culture | Sociology,Jasmin Zine,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jasmin-zine/index.html
Faculty of Arts,English and Film Studies,Sandra Annett,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/sandra-annett/index.html
Faculty of Arts,English and Film Studies,Andrea Austin,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/andrea-austin/index.html
Faculty of Arts,English and Film Studies,Katherine Bell,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/katherine-bell/index.html
Faculty of Arts,English and Film Studies,Jing Jing Chang,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jing-jing-chang/index.html
Faculty of Arts,English and Film Studies,Andrea Davis,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/andrea-davis/index.html
Faculty of Arts,English and Film Studies,Tamas Dobozy,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/tamas-dobozy/index.html
Faculty of Arts,English and Film Studies,Philippa Gates,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/philippa-gates/index.html
Faculty of Arts,English and Film Studies,Madelaine Hron,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/madelaine-hron/index.html
Faculty of Arts,English and Film Studies,Dru Jeffries,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/dru-jeffries/index.html
Faculty of Arts,English and Film Studies,Jenny Kerber,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jenny-kerber/index.html
Faculty of Arts,English and Film Studies,Russell Kilbourn,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/russell-kilbourn/index.html
Faculty of Arts,English and Film Studies,Benjamin Lefebvre,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/benjamin-lefebvre/index.html
Faculty of Arts,English and Film Studies,Tanis MacDonald,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/tanis-macdonald/index.html
Faculty of Arts,English and Film Studies,Meelad Moaphi,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/meelad-moaphi/index.html
Faculty of Arts,English and Film Studies,Richard Nemesvari,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/richard-nemesvari/index.html
Faculty of Arts,English and Film Studies,Glen Norton,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/glen-norton/index.html
Faculty of Arts,English and Film Studies,Zainab Ayoza Omaki,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/zainab-ayoza-omaki/index.html
Faculty of Arts,English and Film Studies,Mariam Pirbhai,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/mariam-pirbhai/index.html
Faculty of Arts,English and Film Studies,Markus Poetzsch,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/markus-poetzsch/index.html
Faculty of Arts,English and Film Studies,Katherine Spring,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/katherine-spring/index.html
Faculty of Arts,English and Film Studies,Jeffrey Thompson,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jeffrey-thompson/index.html
Faculty of Arts,English and Film Studies,Eleanor Ty,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/eleanor-ty/index.html
Faculty of Arts,English and Film Studies,Emily Urquhart,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/emily-urquhart/index.html
Faculty of Arts,English and Film Studies,Lauren Weindling,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/lauren-weindling/index.html
Faculty of Arts,English and Film Studies,Bruce Wyse,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/bruce-wyse/index.html
Faculty of Arts,English and Film Studies,Robin Waugh,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/robin-waugh/index.html
Faculty of Arts,English and Film Studies,Lynn Shakinovsky,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/lynn-shakinovsky/index.html
Faculty of Arts,Global Studies,Ehaab D. Abdou,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/ehaab-abdou/index.html
Faculty of Arts,Global Studies,Joanne Benham-Rennick,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/joanne-benham-rennick/index.html
Faculty of Arts,Global Studies,Tom Deligiannis,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/tom-deligiannis/index.html
Faculty of Arts,Global Studies,Timothy Donais,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/timothy-donais/index.html
Faculty of Arts,Global Studies,John Boye Ejobowah,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/john-boye-ejobowah/index.html
Faculty of Arts,Global Studies,Chad Hillier,https://wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/harold-chad-hillier/index.html
Faculty of Arts | Faculty of Science,Global Studies | Geography and Environmental Studies,Alex Latta,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/alex-latta/index.html
Faculty of Arts,Global Studies | Religion and Culture,Ali Zaidi,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/ali-hassan-zaidi/index.html
Faculty of Arts,Global Studies | Women and Gender Studies,Shahnaz Khan,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/shahnaz-khan/index.html
Faculty of Arts,Global Studies | Religion and Culture,Edmund Pries,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/edmund-pries/index.html
Faculty of Arts,"History, Ancient Studies",Blaine Chiasson,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/blaine-chiasson/index.html
Faculty of Arts,"History, Ancient Studies",Adam Crerar,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/adam-crerar/index.html
Faculty of Arts,"History, Ancient Studies",Darryl Dee,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/darryl-dee/index.html
Faculty of Arts,"History, Ancient Studies",Karljürgen Feuerherm,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/karljurgen-feuerherm/index.html
Faculty of Arts,"History, Ancient Studies",Judith Fletcher,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/judith-fletcher/index.html
Faculty of Arts,"History, Ancient Studies",Leonard Friesen,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/leonard-friesen/index.html
Faculty of Arts,"History, Ancient Studies",Jeff Grischow,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jeff-grischow/index.html
Faculty of Arts,"History, Ancient Studies",Mark Humphries,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/mark-humphries/index.html
Faculty of Arts,"History, Ancient Studies",Lianne Leddy,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/lianne-c-leddy/index.html
Faculty of Arts,"History, Ancient Studies",Amy Milne-Smith,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/amy-milne-smith/index.html
Faculty of Arts,"History, Ancient Studies",David Monod,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/david-monod/index.html
Faculty of Arts,"History, Ancient Studies | North American Studies",Darren Mulloy,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/darren-mulloy/index.html
Faculty of Arts,"History, Ancient Studies",Susan Neylan,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/susan-neylan/index.html
Faculty of Arts,"History, Ancient Studies | Medieval and Medievalism Studies",Chris L. Nighman,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/chris-l-nighman/index.html
Faculty of Arts,"History, Ancient Studies",Eva Plach,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/eva-plach/index.html
Faculty of Arts,"History, Ancient Studies",David Smith,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/david-smith/index.html
Faculty of Arts,"History, Ancient Studies | North American Studies",Kevin A. Spooner,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/kevin-spooner/index.html
Faculty of Arts,"History, Ancient Studies",Eric Story,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/eric-story/index.html
Faculty of Arts,"History, Ancient Studies",Dana Elizabeth Weiner,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/dana-elizabeth-weiner/index.html
Faculty of Arts,Languages and Literatures,Mihaiela Despau,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/mihaiela-despau/index.html
Faculty of Arts,Languages and Literatures,Nathalie Freidel,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/nathalie-freidel/index.html
Faculty of Arts,Languages and Literatures,Jane Newland,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jane-newland/index.html
Faculty of Arts,Languages and Literatures,Simona Pruteanu,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/simona-emilia-pruteanu/index.html
Faculty of Arts,Languages and Literatures,Marc Olivier Reid,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/marc-olivier-reid/index.html
Faculty of Arts,Languages and Literatures | North American Studies,Katherine Ann Roberts,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/katherine-roberts/index.html
Faculty of Arts,Languages and Literatures,John W. Schwieter,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/john-w-schwieter/index.html
Faculty of Arts,Languages and Literatures,Monica Stellin,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/monica-stellin/index.html
Faculty of Arts,Languages and Literatures,Alexandra Zimmermann,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/alexandra-zimmermann/index.html
Faculty of Arts,North American Studies | Political Science,Chris Anderson,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/christopher-g-anderson/index.html
Faculty of Arts,North American Studies | Political Science,Jörg Broschek,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jorg-broschek/index.html
Faculty of Arts,North American Studies | Sociology,Lucy Luccisano,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/lucy-luccisano/index.html
Faculty of Arts,North American Studies,Bina Mehta,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/bina-mehta/index.html
Faculty of Arts,North American Studies | Political Science,Brian Tanguay,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/brian-tanguay/index.html
Faculty of Arts,North American Studies | Political Science,Debora VanNijnatten,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/debora-vannijnatten/index.html
Faculty of Arts,Philosophy,Kathy Behrendt,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/kathy-behrendt/index.html
Faculty of Arts,Philosophy,Neil Campbell,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/neil-campbell/index.html
Faculty of Arts,Philosophy,Gary Foster,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/gary-foster/index.html
Faculty of Arts,Philosophy,Rebekah Johnston,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/rebekah-johnston/index.html
Faculty of Arts,Philosophy,Christinia Landry,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/christinia-landry/index.html
Faculty of Arts,Philosophy,Ashwani Peetush,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/ashwani-peetush/index.html
Faculty of Arts,Philosophy,Jill Rusin,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jill-rusin/index.html
Faculty of Arts,Philosophy,Byron Williston,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/byron-williston/index.html
Faculty of Arts,Philosophy,Renato Cristi,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/renato-cristi/index.html
Faculty of Arts,Political Science | Women and Gender Studies,Andrea M. Brown,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/andrea-m-brown/index.html
Faculty of Arts,Political Science,Alistair Edgar,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/alistair-edgar/index.html
Faculty of Arts,Political Science,Dejan Guzina,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/dejan-guzina/index.html
Faculty of Arts,Political Science,Derek Hall,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/derek-hall/index.html
Faculty of Arts,Political Science,Loren King,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/loren-king/index.html
Faculty of Arts,Political Science,Audra Mitchell,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/audra-mitchell/index.html
Faculty of Arts,Political Science,Andrea Perrella,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/andrea-perrella/index.html
Faculty of Arts,Political Science,Laura Pin,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/laura-pin/index.html
Faculty of Arts,Political Science,Kim Rygiel,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/kim-rygiel/index.html
Faculty of Arts,Political Science | Women and Gender Studies,Izabela Steflja,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/izabela-steflja/index.html
Faculty of Arts,Political Science,Rhoda Howard-Hassmann,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/rhoda-e-howard-hassmann/index.html
Faculty of Arts,Political Science,Thomas O. Hueglin,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/thomas-o-hueglin/index.html
Faculty of Arts,Political Science,Rianne Mahon,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/rianne-mahon/index.html
Faculty of Arts,Political Science,Yasmine Shamsie,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/yasmine-shamsie/index.html
Faculty of Arts,Religion and Culture,Abderrahman Beggar,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/abderrahman-beggar/faculty_arts_abderrahman_beggar.jpg
Faculty of Arts,Religion and Culture,Kevin Burrell,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/kevin-burrell/index.html
Faculty of Arts,Religion and Culture,Carol B. Duncan,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/carol-duncan/index.html
Faculty of Arts,Religion and Culture,Erich Fox Tree,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/erich-fox-tree/index.html
Faculty of Arts,Religion and Culture,Ashley Lebner,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/ashley-lebner/index.html
Faculty of Arts,Religion and Culture,Jason Neelis,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jason-neelis/index.html
Faculty of Arts,Religion and Culture,Meena Sharify-Funk,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/meena-sharify-funk/index.html
Faculty of Arts,Religion and Culture,Michel Desjardins,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/michel-desjardins/index.html
Faculty of Arts,Religion and Culture,Paul Freston,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/paul-freston/index.html
Faculty of Arts,Religion and Culture,Christopher F. J. Ross,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/christopher-f-j-ross/index.html
Faculty of Arts,Sociology,Jeffrey P. Aguinaldo,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jeffrey-p-aguinaldo/index.html
Faculty of Arts,Sociology,Richard Christy,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/richard-d-christy/index.html
Faculty of Arts,Sociology,Christine Knott,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/christine-knott/index.html
Faculty of Arts,Sociology,Qian Wei,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/qian-wei/index.html
Faculty of Arts,Sociology,Linda Quirke,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/linda-quirke/index.html
Faculty of Arts,Sociology,Dana Sawchuk,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/dana-sawchuk/index.html
Faculty of Arts,Sociology,Garry Potter,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/garry-potter/index.html
Faculty of Arts,Sociology,Glenda Wall,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/glenda-wall/index.html
Faculty of Arts | Faculty of Human and Social Sciences,Women and Gender Studies | Criminology,Stacey Hannem,https://wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/stacey-hannem/index.html
Faculty of Arts | Faculty of Liberal Arts,Women and Gender Studies | Social Justice and Community Engagement (MA),Karen Stote,https://wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/karen-stote/index.html
Faculty of Education,Faculty of Education,Avis Beek,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/avis-beek/index.html
Faculty of Education,Faculty of Education,Kathryn Brown,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/kathryn-brown/index.html
Faculty of Education,Faculty of Education,Kathleen Clarke,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/kathleen-clarke/index.html
Faculty of Education,Faculty of Education,Ardavan Eizadirad,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/ardavan-eizadirad/index.html
Faculty of Education,Faculty of Education,Keri Ewart,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/keri-ewart/index.html
Faculty of Education,Faculty of Education,Sofia Ferreyro Mazieres,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/sofia-ferreyro-mazieres/index.html
Faculty of Education,Faculty of Education,Lisa Floyd,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/lisa-anne-floyd/index.html
Faculty of Education,Faculty of Education,Jennifer Holm,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/jennifer-holm/index.html
Faculty of Education,Faculty of Education,Pamela Malins,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/pam-malins/index.html
Faculty of Education,Faculty of Education,Joe Monks,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/joe-monks/index.html
Faculty of Education,Faculty of Education,Julie Mueller,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/julie-mueller/index.html
Faculty of Education,Faculty of Education,Ryan Neepin,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/ryan-neepin/index.html
Faculty of Education,Faculty of Education,Fiona Purton,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/fiona-purton/index.html
Faculty of Education,Faculty of Education,Tara-Lynn Scheffel,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/tara-lynn-scheffel/index.html
Faculty of Education,Faculty of Education,Steve Sider,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/steve-sider/index.html
Faculty of Education,Faculty of Education,Brandon R. G. Smith,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/brandon-smith/index.html
Faculty of Education,Faculty of Education,Erin Sperling,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/erin-sperling/index.html
Faculty of Education,Faculty of Education,Jennifer Straub,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/jennifer-m-straub/index.html
Faculty of Education,Faculty of Education,Rebecca Stroud,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/rebecca-stroud/index.html
Faculty of Education,Faculty of Education,Colleen Willard-Holt,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/colleen-willard-holt/index.html
Faculty of Education,Faculty of Education,Mary Wilson,https://wlu.ca/academics/faculties/faculty-of-education/faculty-profiles/mary-wilson/index.html
Faculty of Human and Social Sciences,Applied Health Sciences | Health Studies,Kari Brozowski,https://wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/kari-brozowski/index.html
Faculty of Human and Social Sciences,Applied Health Sciences | Health Studies,Tim Gawley,https://wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/tim-gawley/index.html
Faculty of Human and Social Sciences | Faculty of Liberal Arts,Applied Health Sciences | Health Studies | Social and Environmental Justice | Social Justice and Community Engagement (MA),Rebecca Godderis,https://wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/rebecca-godderis/index.html
Faculty of Human and Social Sciences,Applied Health Sciences | Health Studies,James A. LeClair,https://wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/james-leclair/index.html
Faculty of Human and Social Sciences | Faculty of Liberal Arts,Applied Health Sciences | Health Studies | Social Justice and Community Engagement (MA),Janet McLaughlin,https://wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/janet-mclaughlin/index.html
Faculty of Human and Social Sciences | Faculty of Science,Applied Health Sciences | Health Studies | Dean of Science Office | Biology,Richelle Monaghan,https://wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/richelle-monaghan/index.html
